Flop,Hand,Weight IP,IP Equity
Qs 4h 2d,JcTc,0.180,23.09
Qs 4h 2d,QcTc,0.050,60.86
Qs 4h 2d,QcJc,0.155,62.15
Qs 4h 2d,KcTc,0.050,25.46
Qs 4h 2d,KcJc,0.565,27.81
Qs 4h 2d,KcQc,0.825,68.53
Qs 4h 2d,Ac4c,0.180,53.84
Qs 4h 2d,Ac5c,0.515,41.26
Qs 4h 2d,Ac8c,0.090,32.21
Qs 4h 2d,Ac9c,0.104,33.25
Qs 4h 2d,AcTc,0.780,35.43
Qs 4h 2d,AcJc,0.775,37.71
Qs 4h 2d,AcQc,0.930,71.81
Qs 4h 2d,AcKc,0.425,46.92
Qs 4h 2d,AcKd,0.487,47.16
Qs 4h 2d,AcKh,0.487,46.94
Qs 4h 2d,AcKs,0.487,47.17
Qs 4h 2d,3d3c,0.138,45.68
Qs 4h 2d,4d4c,0.163,90.69
Qs 4h 2d,5d5c,0.130,48.63
Qs 4h 2d,6d6c,0.330,48.80
Qs 4h 2d,6d5d,0.095,32.66
Qs 4h 2d,7d7c,0.345,47.97
Qs 4h 2d,7d6d,0.165,21.45
Qs 4h 2d,8d8c,0.385,48.93
Qs 4h 2d,8d7d,0.180,21.40
Qs 4h 2d,9d9c,0.420,49.91
Qs 4h 2d,9d8d,0.144,22.08
Qs 4h 2d,TdTc,0.440,50.78
Qs 4h 2d,Td9d,0.225,24.09
Qs 4h 2d,JdJc,0.635,53.42
Qs 4h 2d,JdTd,0.180,26.63
Qs 4h 2d,QdQc,0.870,93.69
Qs 4h 2d,QdTd,0.050,63.14
Qs 4h 2d,QdJd,0.155,64.37
Qs 4h 2d,KdKc,0.442,70.16
Qs 4h 2d,KdTd,0.050,29.12
Qs 4h 2d,KdJd,0.565,31.41
Qs 4h 2d,KdQd,0.825,70.61
Qs 4h 2d,AdKc,0.487,46.94
Qs 4h 2d,AdAc,0.120,84.97
Qs 4h 2d,Ad4d,0.180,56.83
Qs 4h 2d,Ad5d,0.515,44.22
Qs 4h 2d,Ad8d,0.090,35.63
Qs 4h 2d,Ad9d,0.104,36.61
Qs 4h 2d,AdTd,0.780,38.68
Qs 4h 2d,AdJd,0.775,40.86
Qs 4h 2d,AdQd,0.930,73.93
Qs 4h 2d,AdKd,0.425,49.74
Qs 4h 2d,AdKh,0.487,46.99
Qs 4h 2d,AdKs,0.487,47.22
Qs 4h 2d,2h2c,0.056,90.63
Qs 4h 2d,3h3c,0.138,45.68
Qs 4h 2d,3h3d,0.138,45.78
Qs 4h 2d,5h5c,0.130,48.82
Qs 4h 2d,5h5d,0.130,48.97
Qs 4h 2d,6h6c,0.330,48.80
Qs 4h 2d,6h6d,0.330,48.95
Qs 4h 2d,6h5h,0.095,32.68
Qs 4h 2d,7h7c,0.345,47.97
Qs 4h 2d,7h7d,0.345,48.13
Qs 4h 2d,7h6h,0.165,21.48
Qs 4h 2d,8h8c,0.385,48.93
Qs 4h 2d,8h8d,0.385,49.07
Qs 4h 2d,8h7h,0.180,21.43
Qs 4h 2d,9h9c,0.420,49.90
Qs 4h 2d,9h9d,0.420,50.04
Qs 4h 2d,9h8h,0.144,22.09
Qs 4h 2d,ThTc,0.440,50.78
Qs 4h 2d,ThTd,0.440,50.95
Qs 4h 2d,Th9h,0.225,24.09
Qs 4h 2d,JhJc,0.635,53.42
Qs 4h 2d,JhJd,0.635,53.55
Qs 4h 2d,JhTh,0.180,26.64
Qs 4h 2d,QhQc,0.870,93.69
Qs 4h 2d,QhQd,0.870,93.82
Qs 4h 2d,QhTh,0.050,63.10
Qs 4h 2d,QhJh,0.155,64.33
Qs 4h 2d,KhKc,0.442,70.27
Qs 4h 2d,KhKd,0.442,70.58
Qs 4h 2d,KhTh,0.050,29.06
Qs 4h 2d,KhJh,0.565,31.33
Qs 4h 2d,KhQh,0.825,70.67
Qs 4h 2d,AhKc,0.487,47.07
Qs 4h 2d,AhAc,0.120,84.95
Qs 4h 2d,AhKd,0.487,47.33
Qs 4h 2d,AhAd,0.120,85.33
Qs 4h 2d,Ah5h,0.515,44.18
Qs 4h 2d,Ah8h,0.090,35.70
Qs 4h 2d,Ah9h,0.104,36.69
Qs 4h 2d,AhTh,0.780,38.76
Qs 4h 2d,AhJh,0.775,40.94
Qs 4h 2d,AhQh,0.930,73.81
Qs 4h 2d,AhKh,0.425,49.67
Qs 4h 2d,AhKs,0.487,47.34
Qs 4h 2d,2s2c,0.056,90.63
Qs 4h 2d,2s2h,0.056,90.65
Qs 4h 2d,3s3c,0.138,45.66
Qs 4h 2d,3s3d,0.138,45.76
Qs 4h 2d,3s3h,0.138,45.76
Qs 4h 2d,4s4c,0.163,90.68
Qs 4h 2d,4s4d,0.163,90.73
Qs 4h 2d,5s5c,0.130,48.61
Qs 4h 2d,5s5d,0.130,48.76
Qs 4h 2d,5s5h,0.130,48.95
Qs 4h 2d,6s6c,0.330,48.73
Qs 4h 2d,6s6d,0.330,48.88
Qs 4h 2d,6s6h,0.330,48.87
Qs 4h 2d,6s5s,0.095,32.74
Qs 4h 2d,7s7c,0.345,47.95
Qs 4h 2d,7s7d,0.345,48.11
Qs 4h 2d,7s7h,0.345,48.11
Qs 4h 2d,7s6s,0.165,21.58
Qs 4h 2d,8s8c,0.385,48.82
Qs 4h 2d,8s8d,0.385,48.97
Qs 4h 2d,8s8h,0.385,48.96
Qs 4h 2d,8s7s,0.180,21.52
Qs 4h 2d,9s9c,0.420,49.79
Qs 4h 2d,9s9d,0.420,49.93
Qs 4h 2d,9s9h,0.420,49.93
Qs 4h 2d,9s8s,0.144,22.15
Qs 4h 2d,TsTc,0.440,50.49
Qs 4h 2d,TsTd,0.440,50.66
Qs 4h 2d,TsTh,0.440,50.66
Qs 4h 2d,Ts9s,0.225,24.09
Qs 4h 2d,JsJc,0.635,52.86
Qs 4h 2d,JsJd,0.635,52.99
Qs 4h 2d,JsJh,0.635,52.99
Qs 4h 2d,JsTs,0.180,26.43
Qs 4h 2d,KsKc,0.442,70.08
Qs 4h 2d,KsKd,0.442,70.40
Qs 4h 2d,KsKh,0.442,70.50
Qs 4h 2d,KsTs,0.050,29.14
Qs 4h 2d,KsJs,0.565,31.34
Qs 4h 2d,AsKc,0.487,46.75
Qs 4h 2d,AsAc,0.120,84.95
Qs 4h 2d,AsKd,0.487,47.01
Qs 4h 2d,AsAd,0.120,85.33
Qs 4h 2d,AsKh,0.487,46.80
Qs 4h 2d,AsAh,0.120,85.31
Qs 4h 2d,As4s,0.180,56.24
Qs 4h 2d,As5s,0.515,44.06
Qs 4h 2d,As8s,0.090,35.44
Qs 4h 2d,As9s,0.104,36.42
Qs 4h 2d,AsTs,0.780,38.40
Qs 4h 2d,AsJs,0.775,40.41
Qs 4h 2d,AsKs,0.425,49.66
Qs 6h 5d,6c5c,0.095,80.71
Qs 6h 5d,7c6c,0.165,53.00
Qs 6h 5d,8c7c,0.180,41.07
Qs 6h 5d,9c8c,0.144,29.84
Qs 6h 5d,Tc9c,0.225,18.11
Qs 6h 5d,JcTc,0.180,19.25
Qs 6h 5d,QcTc,0.050,58.60
Qs 6h 5d,QcJc,0.155,59.93
Qs 6h 5d,KcTc,0.050,21.46
Qs 6h 5d,KcJc,0.565,23.84
Qs 6h 5d,KcQc,0.825,66.15
Qs 6h 5d,Ac4c,0.180,28.79
Qs 6h 5d,Ac5c,0.515,50.41
Qs 6h 5d,Ac8c,0.090,30.41
Qs 6h 5d,Ac9c,0.104,30.24
Qs 6h 5d,AcTc,0.780,31.17
Qs 6h 5d,AcJc,0.775,33.55
Qs 6h 5d,AcQc,0.930,68.73
Qs 6h 5d,AcKc,0.425,42.80
Qs 6h 5d,AcKd,0.487,42.91
Qs 6h 5d,AcKh,0.487,42.95
Qs 6h 5d,AcKs,0.487,43.00
Qs 6h 5d,2d2c,0.056,39.84
Qs 6h 5d,3d3c,0.138,40.91
Qs 6h 5d,4d4c,0.163,42.14
Qs 6h 5d,6d6c,0.330,91.12
Qs 6h 5d,7d7c,0.345,49.09
Qs 6h 5d,7d6d,0.165,55.17
Qs 6h 5d,8d8c,0.385,48.90
Qs 6h 5d,8d7d,0.180,43.55
Qs 6h 5d,9d9c,0.420,48.99
Qs 6h 5d,9d8d,0.144,32.87
Qs 6h 5d,TdTc,0.440,48.50
Qs 6h 5d,Td9d,0.225,21.73
Qs 6h 5d,JdJc,0.635,51.20
Qs 6h 5d,JdTd,0.180,22.90
Qs 6h 5d,QdQc,0.870,94.19
Qs 6h 5d,QdTd,0.050,60.91
Qs 6h 5d,QdJd,0.155,62.19
Qs 6h 5d,KdKc,0.442,67.60
Qs 6h 5d,KdTd,0.050,25.21
Qs 6h 5d,KdJd,0.565,27.52
Qs 6h 5d,KdQd,0.825,68.32
Qs 6h 5d,AdKc,0.487,42.97
Qs 6h 5d,AdAc,0.120,81.91
Qs 6h 5d,Ad4d,0.180,32.19
Qs 6h 5d,Ad8d,0.090,33.92
Qs 6h 5d,Ad9d,0.104,33.75
Qs 6h 5d,AdTd,0.780,34.66
Qs 6h 5d,AdJd,0.775,36.94
Qs 6h 5d,AdQd,0.930,70.85
Qs 6h 5d,AdKd,0.425,45.85
Qs 6h 5d,AdKh,0.487,43.19
Qs 6h 5d,AdKs,0.487,43.25
Qs 6h 5d,2h2c,0.056,39.84
Qs 6h 5d,2h2d,0.056,39.95
Qs 6h 5d,3h3c,0.138,40.91
Qs 6h 5d,3h3d,0.138,41.02
Qs 6h 5d,4h4c,0.163,42.32
Qs 6h 5d,4h4d,0.163,42.25
Qs 6h 5d,5h5c,0.130,90.69
Qs 6h 5d,7h7c,0.345,49.35
Qs 6h 5d,7h7d,0.345,49.49
Qs 6h 5d,8h8c,0.385,48.90
Qs 6h 5d,8h8d,0.385,49.02
Qs 6h 5d,8h7h,0.180,43.55
Qs 6h 5d,9h9c,0.420,48.99
Qs 6h 5d,9h9d,0.420,49.11
Qs 6h 5d,9h8h,0.144,32.86
Qs 6h 5d,ThTc,0.440,48.50
Qs 6h 5d,ThTd,0.440,48.67
Qs 6h 5d,Th9h,0.225,21.72
Qs 6h 5d,JhJc,0.635,51.20
Qs 6h 5d,JhJd,0.635,51.33
Qs 6h 5d,JhTh,0.180,22.88
Qs 6h 5d,QhQc,0.870,94.20
Qs 6h 5d,QhQd,0.870,94.34
Qs 6h 5d,QhTh,0.050,60.87
Qs 6h 5d,QhJh,0.155,62.14
Qs 6h 5d,KhKc,0.442,67.58
Qs 6h 5d,KhKd,0.442,67.94
Qs 6h 5d,KhTh,0.050,25.20
Qs 6h 5d,KhJh,0.565,27.51
Qs 6h 5d,KhQh,0.825,68.24
Qs 6h 5d,AhKc,0.487,43.01
Qs 6h 5d,AhAc,0.120,81.91
Qs 6h 5d,AhKd,0.487,43.19
Qs 6h 5d,AhAd,0.120,82.29
Qs 6h 5d,Ah4h,0.180,32.29
Qs 6h 5d,Ah5h,0.515,52.94
Qs 6h 5d,Ah8h,0.090,33.93
Qs 6h 5d,Ah9h,0.104,33.77
Qs 6h 5d,AhTh,0.780,34.68
Qs 6h 5d,AhJh,0.775,36.96
Qs 6h 5d,AhQh,0.930,70.78
Qs 6h 5d,AhKh,0.425,45.91
Qs 6h 5d,AhKs,0.487,43.29
Qs 6h 5d,2s2c,0.056,39.83
Qs 6h 5d,2s2d,0.056,39.94
Qs 6h 5d,2s2h,0.056,39.94
Qs 6h 5d,3s3c,0.138,40.90
Qs 6h 5d,3s3d,0.138,41.01
Qs 6h 5d,3s3h,0.138,41.01
Qs 6h 5d,4s4c,0.163,42.31
Qs 6h 5d,4s4d,0.163,42.24
Qs 6h 5d,4s4h,0.163,42.42
Qs 6h 5d,5s5c,0.130,90.73
Qs 6h 5d,5s5h,0.130,90.77
Qs 6h 5d,6s6c,0.330,91.07
Qs 6h 5d,6s6d,0.330,91.18
Qs 6h 5d,6s5s,0.095,81.30
Qs 6h 5d,7s7c,0.345,49.08
Qs 6h 5d,7s7d,0.345,49.22
Qs 6h 5d,7s7h,0.345,49.48
Qs 6h 5d,7s6s,0.165,55.46
Qs 6h 5d,8s8c,0.385,48.81
Qs 6h 5d,8s8d,0.385,48.92
Qs 6h 5d,8s8h,0.385,48.93
Qs 6h 5d,8s7s,0.180,43.60
Qs 6h 5d,9s9c,0.420,48.88
Qs 6h 5d,9s9d,0.420,49.01
Qs 6h 5d,9s9h,0.420,49.01
Qs 6h 5d,9s8s,0.144,32.91
Qs 6h 5d,TsTc,0.440,48.23
Qs 6h 5d,TsTd,0.440,48.39
Qs 6h 5d,TsTh,0.440,48.39
Qs 6h 5d,Ts9s,0.225,21.74
Qs 6h 5d,JsJc,0.635,50.66
Qs 6h 5d,JsJd,0.635,50.79
Qs 6h 5d,JsJh,0.635,50.79
Qs 6h 5d,JsTs,0.180,22.73
Qs 6h 5d,KsKc,0.442,67.48
Qs 6h 5d,KsKd,0.442,67.84
Qs 6h 5d,KsKh,0.442,67.82
Qs 6h 5d,KsTs,0.050,25.25
Qs 6h 5d,KsJs,0.565,27.50
Qs 6h 5d,AsKc,0.487,42.64
Qs 6h 5d,AsAc,0.120,81.97
Qs 6h 5d,AsKd,0.487,42.82
Qs 6h 5d,AsAd,0.120,82.34
Qs 6h 5d,AsKh,0.487,42.86
Qs 6h 5d,AsAh,0.120,82.34
Qs 6h 5d,As4s,0.180,32.07
Qs 6h 5d,As5s,0.515,52.90
Qs 6h 5d,As8s,0.090,33.65
Qs 6h 5d,As9s,0.104,33.48
Qs 6h 5d,AsTs,0.780,34.30
Qs 6h 5d,AsJs,0.775,36.42
Qs 6h 5d,AsKs,0.425,45.67
Qs 6s 4h,6c5c,0.095,50.52
Qs 6s 4h,7c6c,0.165,50.68
Qs 6s 4h,8c7c,0.180,28.19
Qs 6s 4h,9c8c,0.144,17.28
Qs 6s 4h,Tc9c,0.225,17.97
Qs 6s 4h,JcTc,0.180,18.96
Qs 6s 4h,QcTc,0.050,57.75
Qs 6s 4h,QcJc,0.155,59.09
Qs 6s 4h,KcTc,0.050,20.42
Qs 6s 4h,KcJc,0.565,22.66
Qs 6s 4h,KcQc,0.825,65.05
Qs 6s 4h,Ac4c,0.180,47.59
Qs 6s 4h,Ac5c,0.515,28.20
Qs 6s 4h,Ac8c,0.090,28.48
Qs 6s 4h,Ac9c,0.104,28.36
Qs 6s 4h,AcTc,0.780,30.48
Qs 6s 4h,AcJc,0.775,32.73
Qs 6s 4h,AcQc,0.930,67.60
Qs 6s 4h,AcKc,0.425,41.52
Qs 6s 4h,AcKd,0.487,41.44
Qs 6s 4h,AcKh,0.487,41.51
Qs 6s 4h,AcKs,0.487,45.29
Qs 6s 4h,2d2c,0.056,38.31
Qs 6s 4h,3d3c,0.138,39.33
Qs 6s 4h,4d4c,0.163,88.96
Qs 6s 4h,5d5c,0.130,44.13
Qs 6s 4h,6d6c,0.330,89.22
Qs 6s 4h,6d5d,0.095,50.52
Qs 6s 4h,7d7c,0.345,47.28
Qs 6s 4h,7d6d,0.165,50.68
Qs 6s 4h,8d8c,0.385,47.12
Qs 6s 4h,8d7d,0.180,28.19
Qs 6s 4h,9d9c,0.420,47.06
Qs 6s 4h,9d8d,0.144,17.28
Qs 6s 4h,TdTc,0.440,47.70
Qs 6s 4h,Td9d,0.225,17.97
Qs 6s 4h,JdJc,0.635,50.31
Qs 6s 4h,JdTd,0.180,18.96
Qs 6s 4h,QdQc,0.870,92.02
Qs 6s 4h,QdTd,0.050,57.75
Qs 6s 4h,QdJd,0.155,59.09
Qs 6s 4h,KdKc,0.442,66.09
Qs 6s 4h,KdTd,0.050,20.42
Qs 6s 4h,KdJd,0.565,22.66
Qs 6s 4h,KdQd,0.825,65.05
Qs 6s 4h,AdKc,0.487,41.44
Qs 6s 4h,AdAc,0.120,79.59
Qs 6s 4h,Ad4d,0.180,47.59
Qs 6s 4h,Ad5d,0.515,28.20
Qs 6s 4h,Ad8d,0.090,28.48
Qs 6s 4h,Ad9d,0.104,28.36
Qs 6s 4h,AdTd,0.780,30.48
Qs 6s 4h,AdJd,0.775,32.73
Qs 6s 4h,AdQd,0.930,67.60
Qs 6s 4h,AdKd,0.425,41.52
Qs 6s 4h,AdKh,0.487,41.51
Qs 6s 4h,AdKs,0.487,45.29
Qs 6s 4h,2h2c,0.056,38.42
Qs 6s 4h,2h2d,0.056,38.42
Qs 6s 4h,3h3c,0.138,39.44
Qs 6s 4h,3h3d,0.138,39.44
Qs 6s 4h,5h5c,0.130,44.46
Qs 6s 4h,5h5d,0.130,44.46
Qs 6s 4h,6h6c,0.330,89.28
Qs 6s 4h,6h6d,0.330,89.28
Qs 6s 4h,6h5h,0.095,53.09
Qs 6s 4h,7h7c,0.345,47.43
Qs 6s 4h,7h7d,0.345,47.43
Qs 6s 4h,7h6h,0.165,53.10
Qs 6s 4h,8h8c,0.385,47.25
Qs 6s 4h,8h8d,0.385,47.25
Qs 6s 4h,8h7h,0.180,31.25
Qs 6s 4h,9h9c,0.420,47.20
Qs 6s 4h,9h9d,0.420,47.20
Qs 6s 4h,9h8h,0.144,20.91
Qs 6s 4h,ThTc,0.440,47.87
Qs 6s 4h,ThTd,0.440,47.87
Qs 6s 4h,Th9h,0.225,21.60
Qs 6s 4h,JhJc,0.635,50.45
Qs 6s 4h,JhJd,0.635,50.45
Qs 6s 4h,JhTh,0.180,22.61
Qs 6s 4h,QhQc,0.870,92.16
Qs 6s 4h,QhQd,0.870,92.16
Qs 6s 4h,QhTh,0.050,60.02
Qs 6s 4h,QhJh,0.155,61.30
Qs 6s 4h,KhKc,0.442,66.55
Qs 6s 4h,KhKd,0.442,66.55
Qs 6s 4h,KhTh,0.050,24.18
Qs 6s 4h,KhJh,0.565,26.34
Qs 6s 4h,KhQh,0.825,67.26
Qs 6s 4h,AhKc,0.487,41.65
Qs 6s 4h,AhAc,0.120,79.99
Qs 6s 4h,AhKd,0.487,41.65
Qs 6s 4h,AhAd,0.120,79.99
Qs 6s 4h,Ah5h,0.515,31.61
Qs 6s 4h,Ah8h,0.090,32.02
Qs 6s 4h,Ah9h,0.104,31.91
Qs 6s 4h,AhTh,0.780,33.92
Qs 6s 4h,AhJh,0.775,36.08
Qs 6s 4h,AhQh,0.930,69.69
Qs 6s 4h,AhKh,0.425,44.41
Qs 6s 4h,AhKs,0.487,45.51
Qs 6s 4h,2s2c,0.056,41.01
Qs 6s 4h,2s2d,0.056,41.01
Qs 6s 4h,2s2h,0.056,41.12
Qs 6s 4h,3s3c,0.138,41.97
Qs 6s 4h,3s3d,0.138,41.97
Qs 6s 4h,3s3h,0.138,42.09
Qs 6s 4h,4s4c,0.163,89.66
Qs 6s 4h,4s4d,0.163,89.66
Qs 6s 4h,5s5c,0.130,46.46
Qs 6s 4h,5s5d,0.130,46.46
Qs 6s 4h,5s5h,0.130,46.78
Qs 6s 4h,7s7c,0.345,50.07
Qs 6s 4h,7s7d,0.345,50.07
Qs 6s 4h,7s7h,0.345,50.22
Qs 6s 4h,8s8c,0.385,49.65
Qs 6s 4h,8s8d,0.385,49.65
Qs 6s 4h,8s8h,0.385,49.78
Qs 6s 4h,8s7s,0.180,52.06
Qs 6s 4h,9s9c,0.420,49.63
Qs 6s 4h,9s9d,0.420,49.63
Qs 6s 4h,9s9h,0.420,49.77
Qs 6s 4h,9s8s,0.144,45.45
Qs 6s 4h,TsTc,0.440,50.39
Qs 6s 4h,TsTd,0.440,50.39
Qs 6s 4h,TsTh,0.440,50.56
Qs 6s 4h,Ts9s,0.225,46.22
Qs 6s 4h,JsJc,0.635,52.44
Qs 6s 4h,JsJd,0.635,52.44
Qs 6s 4h,JsJh,0.635,52.57
Qs 6s 4h,JsTs,0.180,46.95
Qs 6s 4h,KsKc,0.442,69.53
Qs 6s 4h,KsKd,0.442,69.53
Qs 6s 4h,KsKh,0.442,69.97
Qs 6s 4h,KsTs,0.050,49.44
Qs 6s 4h,KsJs,0.565,51.01
Qs 6s 4h,AsKc,0.487,45.80
Qs 6s 4h,AsAc,0.120,83.63
Qs 6s 4h,AsKd,0.487,45.80
Qs 6s 4h,AsAd,0.120,83.63
Qs 6s 4h,AsKh,0.487,45.87
Qs 6s 4h,AsAh,0.120,84.02
Qs 6s 4h,As4s,0.180,69.32
Qs 6s 4h,As5s,0.515,55.35
Qs 6s 4h,As8s,0.090,55.94
Qs 6s 4h,As9s,0.104,55.95
Qs 6s 4h,AsTs,0.780,57.21
Qs 6s 4h,AsJs,0.775,58.60
Qs 6s 4h,AsKs,0.425,65.02
Qs 7h 3d,6c5c,0.095,29.73
Qs 7h 3d,7c6c,0.165,52.70
Qs 7h 3d,8c7c,0.180,52.67
Qs 7h 3d,9c8c,0.144,19.43
Qs 7h 3d,Tc9c,0.225,19.94
Qs 7h 3d,JcTc,0.180,21.06
Qs 7h 3d,QcTc,0.050,61.27
Qs 7h 3d,QcJc,0.155,62.56
Qs 7h 3d,KcTc,0.050,23.37
Qs 7h 3d,KcJc,0.565,25.70
Qs 7h 3d,KcQc,0.825,68.92
Qs 7h 3d,Ac4c,0.180,30.02
Qs 7h 3d,Ac5c,0.515,30.26
Qs 7h 3d,Ac8c,0.090,30.99
Qs 7h 3d,Ac9c,0.104,32.02
Qs 7h 3d,AcTc,0.780,34.26
Qs 7h 3d,AcJc,0.775,36.61
Qs 7h 3d,AcQc,0.930,71.46
Qs 7h 3d,AcKc,0.425,46.03
Qs 7h 3d,AcKd,0.487,46.20
Qs 7h 3d,AcKh,0.487,46.15
Qs 7h 3d,AcKs,0.487,46.28
Qs 7h 3d,2d2c,0.056,41.42
Qs 7h 3d,4d4c,0.163,44.59
Qs 7h 3d,5d5c,0.130,44.70
Qs 7h 3d,6d6c,0.330,46.94
Qs 7h 3d,6d5d,0.095,32.72
Qs 7h 3d,7d7c,0.345,91.60
Qs 7h 3d,7d6d,0.165,55.15
Qs 7h 3d,8d8c,0.385,49.55
Qs 7h 3d,8d7d,0.180,55.15
Qs 7h 3d,9d9c,0.420,50.30
Qs 7h 3d,9d8d,0.144,23.03
Qs 7h 3d,TdTc,0.440,51.12
Qs 7h 3d,Td9d,0.225,23.55
Qs 7h 3d,JdJc,0.635,53.76
Qs 7h 3d,JdTd,0.180,24.69
Qs 7h 3d,QdQc,0.870,94.74
Qs 7h 3d,QdTd,0.050,63.53
Qs 7h 3d,QdJd,0.155,64.76
Qs 7h 3d,KdKc,0.442,70.54
Qs 7h 3d,KdTd,0.050,27.10
Qs 7h 3d,KdJd,0.565,29.36
Qs 7h 3d,KdQd,0.825,71.03
Qs 7h 3d,AdKc,0.487,46.12
Qs 7h 3d,AdAc,0.120,84.56
Qs 7h 3d,Ad4d,0.180,33.47
Qs 7h 3d,Ad5d,0.515,33.72
Qs 7h 3d,Ad8d,0.090,34.47
Qs 7h 3d,Ad9d,0.104,35.46
Qs 7h 3d,AdTd,0.780,37.58
Qs 7h 3d,AdJd,0.775,39.83
Qs 7h 3d,AdQd,0.930,73.59
Qs 7h 3d,AdKd,0.425,48.87
Qs 7h 3d,AdKh,0.487,46.27
Qs 7h 3d,AdKs,0.487,46.40
Qs 7h 3d,2h2c,0.056,41.41
Qs 7h 3d,2h2d,0.056,41.52
Qs 7h 3d,3h3c,0.138,91.54
Qs 7h 3d,4h4c,0.163,44.58
Qs 7h 3d,4h4d,0.163,44.72
Qs 7h 3d,5h5c,0.130,44.70
Qs 7h 3d,5h5d,0.130,44.85
Qs 7h 3d,6h6c,0.330,46.64
Qs 7h 3d,6h6d,0.330,46.76
Qs 7h 3d,6h5h,0.095,32.67
Qs 7h 3d,8h8c,0.385,49.83
Qs 7h 3d,8h8d,0.385,49.97
Qs 7h 3d,9h9c,0.420,50.29
Qs 7h 3d,9h9d,0.420,50.43
Qs 7h 3d,9h8h,0.144,23.03
Qs 7h 3d,ThTc,0.440,51.11
Qs 7h 3d,ThTd,0.440,51.29
Qs 7h 3d,Th9h,0.225,23.55
Qs 7h 3d,JhJc,0.635,53.75
Qs 7h 3d,JhJd,0.635,53.89
Qs 7h 3d,JhTh,0.180,24.69
Qs 7h 3d,QhQc,0.870,94.74
Qs 7h 3d,QhQd,0.870,94.87
Qs 7h 3d,QhTh,0.050,63.45
Qs 7h 3d,QhJh,0.155,64.69
Qs 7h 3d,KhKc,0.442,70.55
Qs 7h 3d,KhKd,0.442,70.90
Qs 7h 3d,KhTh,0.050,27.08
Qs 7h 3d,KhJh,0.565,29.34
Qs 7h 3d,KhQh,0.825,70.95
Qs 7h 3d,AhKc,0.487,46.25
Qs 7h 3d,AhAc,0.120,84.53
Qs 7h 3d,AhKd,0.487,46.45
Qs 7h 3d,AhAd,0.120,84.93
Qs 7h 3d,Ah4h,0.180,33.53
Qs 7h 3d,Ah5h,0.515,33.79
Qs 7h 3d,Ah8h,0.090,34.40
Qs 7h 3d,Ah9h,0.104,35.54
Qs 7h 3d,AhTh,0.780,37.67
Qs 7h 3d,AhJh,0.775,39.92
Qs 7h 3d,AhQh,0.930,73.44
Qs 7h 3d,AhKh,0.425,48.98
Qs 7h 3d,AhKs,0.487,46.53
Qs 7h 3d,2s2c,0.056,41.39
Qs 7h 3d,2s2d,0.056,41.51
Qs 7h 3d,2s2h,0.056,41.50
Qs 7h 3d,3s3c,0.138,91.54
Qs 7h 3d,3s3h,0.138,91.56
Qs 7h 3d,4s4c,0.163,44.57
Qs 7h 3d,4s4d,0.163,44.70
Qs 7h 3d,4s4h,0.163,44.70
Qs 7h 3d,5s5c,0.130,44.68
Qs 7h 3d,5s5d,0.130,44.84
Qs 7h 3d,5s5h,0.130,44.83
Qs 7h 3d,6s6c,0.330,46.86
Qs 7h 3d,6s6d,0.330,46.98
Qs 7h 3d,6s6h,0.330,46.69
Qs 7h 3d,6s5s,0.095,32.80
Qs 7h 3d,7s7c,0.345,91.60
Qs 7h 3d,7s7d,0.345,91.67
Qs 7h 3d,7s6s,0.165,55.21
Qs 7h 3d,8s8c,0.385,49.44
Qs 7h 3d,8s8d,0.385,49.58
Qs 7h 3d,8s8h,0.385,49.86
Qs 7h 3d,8s7s,0.180,55.18
Qs 7h 3d,9s9c,0.420,50.18
Qs 7h 3d,9s9d,0.420,50.32
Qs 7h 3d,9s9h,0.420,50.31
Qs 7h 3d,9s8s,0.144,23.10
Qs 7h 3d,TsTc,0.440,50.83
Qs 7h 3d,TsTd,0.440,51.00
Qs 7h 3d,TsTh,0.440,50.99
Qs 7h 3d,Ts9s,0.225,23.56
Qs 7h 3d,JsJc,0.635,53.19
Qs 7h 3d,JsJd,0.635,53.33
Qs 7h 3d,JsJh,0.635,53.32
Qs 7h 3d,JsTs,0.180,24.51
Qs 7h 3d,KsKc,0.442,70.43
Qs 7h 3d,KsKd,0.442,70.79
Qs 7h 3d,KsKh,0.442,70.79
Qs 7h 3d,KsTs,0.050,27.15
Qs 7h 3d,KsJs,0.565,29.33
Qs 7h 3d,AsKc,0.487,45.88
Qs 7h 3d,AsAc,0.120,84.55
Qs 7h 3d,AsKd,0.487,46.08
Qs 7h 3d,AsAd,0.120,84.95
Qs 7h 3d,AsKh,0.487,46.03
Qs 7h 3d,AsAh,0.120,84.92
Qs 7h 3d,As4s,0.180,33.31
Qs 7h 3d,As5s,0.515,33.56
Qs 7h 3d,As8s,0.090,34.27
Qs 7h 3d,As9s,0.104,35.25
Qs 7h 3d,AsTs,0.780,37.27
Qs 7h 3d,AsJs,0.775,39.35
Qs 7h 3d,AsKs,0.425,48.81
Qs 8h 3d,6c5c,0.095,17.73
Qs 8h 3d,7c6c,0.165,19.51
Qs 8h 3d,8c7c,0.180,52.54
Qs 8h 3d,9c8c,0.144,54.38
Qs 8h 3d,Tc9c,0.225,32.05
Qs 8h 3d,JcTc,0.180,33.36
Qs 8h 3d,QcTc,0.050,61.98
Qs 8h 3d,QcJc,0.155,63.33
Qs 8h 3d,KcTc,0.050,24.57
