Flop,Hand,Weight IP,IP Equity
Ks Qh 9d,6s6d,0.330,27.86
Ks Qh 9d,6s6h,0.330,27.82
Ks Qh 9d,6s5s,0.095,14.03
Ks Qh 9d,7s7c,0.345,28.58
Ks Qh 9d,7s7d,0.345,28.74
Ks Qh 9d,7s7h,0.345,28.72
Ks Qh 9d,7s6s,0.165,16.58
Ks Qh 9d,8s8c,0.385,29.68
Ks Qh 9d,8s8d,0.385,29.71
Ks Qh 9d,8s8h,0.385,29.74
Ks Qh 9d,8s7s,0.180,17.99
Ks Qh 9d,9s9c,0.420,81.68
Ks Qh 9d,9s9h,0.420,81.75
Ks Qh 9d,9s8s,0.144,39.53
Ks Qh 9d,TsTc,0.440,43.69
Ks Qh 9d,TsTd,0.440,44.08
Ks Qh 9d,TsTh,0.440,43.59
Ks Qh 9d,Ts9s,0.225,48.32
Ks Qh 9d,JsJc,0.635,46.31
Ks Qh 9d,JsJd,0.635,46.45
Ks Qh 9d,JsJh,0.635,45.96
Ks Qh 9d,JsTs,0.180,90.22
Ks Qh 9d,QsQc,0.870,85.18
Ks Qh 9d,QsQd,0.870,85.35
Ks Qh 9d,QsTs,0.050,53.43
Ks Qh 9d,QsJs,0.155,55.10
Ks Qh 9d,AsKc,0.487,63.32
Ks Qh 9d,AsAc,0.120,66.55
Ks Qh 9d,AsKd,0.487,63.60
Ks Qh 9d,AsAd,0.120,67.00
Ks Qh 9d,AsKh,0.487,63.67
Ks Qh 9d,AsAh,0.120,67.22
Ks Qh 9d,As4s,0.180,24.42
Ks Qh 9d,As5s,0.515,24.13
Ks Qh 9d,As8s,0.090,25.57
Ks Qh 9d,As9s,0.104,42.80
Ks Qh 9d,AsTs,0.780,39.18
Ks Qh 9d,AsJs,0.775,41.24
Ks Qh 9d,AsQs,0.930,51.06
Ks Th 5s,6c5c,0.095,31.34
Ks Th 5s,7c6c,0.165,12.23
Ks Th 5s,8c7c,0.180,12.99
Ks Th 5s,9c8c,0.144,13.38
Ks Th 5s,Tc9c,0.225,38.15
Ks Th 5s,JcTc,0.180,40.35
Ks Th 5s,QcTc,0.050,41.37
Ks Th 5s,QcJc,0.155,38.04
Ks Th 5s,KcTc,0.050,79.61
Ks Th 5s,KcJc,0.565,57.72
Ks Th 5s,KcQc,0.825,58.85
Ks Th 5s,Ac4c,0.180,20.03
Ks Th 5s,Ac5c,0.515,34.05
Ks Th 5s,Ac8c,0.090,20.63
Ks Th 5s,Ac9c,0.104,22.15
Ks Th 5s,AcTc,0.780,42.35
Ks Th 5s,AcJc,0.775,34.66
Ks Th 5s,AcQc,0.930,37.31
Ks Th 5s,AcKc,0.425,69.53
Ks Th 5s,AcKd,0.487,69.73
Ks Th 5s,AcKh,0.487,69.45
Ks Th 5s,2d2c,0.056,22.41
Ks Th 5s,3d3c,0.138,22.83
Ks Th 5s,4d4c,0.163,23.23
Ks Th 5s,5d5c,0.130,84.11
Ks Th 5s,6d6c,0.330,27.81
Ks Th 5s,6d5d,0.095,31.34
Ks Th 5s,7d7c,0.345,28.53
Ks Th 5s,7d6d,0.165,12.23
Ks Th 5s,8d8c,0.385,28.87
Ks Th 5s,8d7d,0.180,12.99
Ks Th 5s,9d9c,0.420,31.62
Ks Th 5s,9d8d,0.144,13.38
Ks Th 5s,TdTc,0.440,84.60
Ks Th 5s,Td9d,0.225,38.15
Ks Th 5s,JdJc,0.635,39.57
Ks Th 5s,JdTd,0.180,40.35
Ks Th 5s,QdQc,0.870,43.11
Ks Th 5s,QdTd,0.050,41.37
Ks Th 5s,QdJd,0.155,38.04
Ks Th 5s,KdKc,0.442,89.93
Ks Th 5s,KdTd,0.050,79.61
Ks Th 5s,KdJd,0.565,57.72
Ks Th 5s,KdQd,0.825,58.85
Ks Th 5s,AdKc,0.487,69.73
Ks Th 5s,AdAc,0.120,72.91
Ks Th 5s,Ad4d,0.180,20.03
Ks Th 5s,Ad5d,0.515,34.05
Ks Th 5s,Ad8d,0.090,20.63
Ks Th 5s,Ad9d,0.104,22.15
Ks Th 5s,AdTd,0.780,42.35
Ks Th 5s,AdJd,0.775,34.66
Ks Th 5s,AdQd,0.930,37.31
Ks Th 5s,AdKd,0.425,69.53
Ks Th 5s,AdKh,0.487,69.45
Ks Th 5s,2h2c,0.056,22.52
Ks Th 5s,2h2d,0.056,22.52
Ks Th 5s,3h3c,0.138,22.93
Ks Th 5s,3h3d,0.138,22.93
Ks Th 5s,4h4c,0.163,23.32
Ks Th 5s,4h4d,0.163,23.32
Ks Th 5s,5h5c,0.130,84.19
Ks Th 5s,5h5d,0.130,84.19
Ks Th 5s,6h6c,0.330,27.97
Ks Th 5s,6h6d,0.330,27.97
Ks Th 5s,6h5h,0.095,34.66
Ks Th 5s,7h7c,0.345,28.68
Ks Th 5s,7h7d,0.345,28.68
Ks Th 5s,7h6h,0.165,15.80
Ks Th 5s,8h8c,0.385,29.02
Ks Th 5s,8h8d,0.385,29.02
Ks Th 5s,8h7h,0.180,16.55
Ks Th 5s,9h9c,0.420,31.55
Ks Th 5s,9h9d,0.420,31.55
Ks Th 5s,9h8h,0.144,16.86
Ks Th 5s,JhJc,0.635,40.04
Ks Th 5s,JhJd,0.635,40.04
Ks Th 5s,QhQc,0.870,43.62
Ks Th 5s,QhQd,0.870,43.62
Ks Th 5s,QhJh,0.155,40.63
Ks Th 5s,KhKc,0.442,90.20
Ks Th 5s,KhKd,0.442,90.20
Ks Th 5s,KhJh,0.565,59.78
Ks Th 5s,KhQh,0.825,60.90
Ks Th 5s,AhKc,0.487,70.06
Ks Th 5s,AhAc,0.120,73.29
Ks Th 5s,AhKd,0.487,70.06
Ks Th 5s,AhAd,0.120,73.29
Ks Th 5s,Ah4h,0.180,23.68
Ks Th 5s,Ah5h,0.515,37.51
Ks Th 5s,Ah8h,0.090,24.33
Ks Th 5s,Ah9h,0.104,25.69
Ks Th 5s,AhJh,0.775,37.65
Ks Th 5s,AhQh,0.930,40.22
Ks Th 5s,AhKh,0.425,70.83
Ks Th 5s,2s2c,0.056,25.67
Ks Th 5s,2s2d,0.056,25.67
Ks Th 5s,2s2h,0.056,25.78
Ks Th 5s,3s3c,0.138,25.99
Ks Th 5s,3s3d,0.138,25.99
Ks Th 5s,3s3h,0.138,26.09
Ks Th 5s,4s4c,0.163,26.15
Ks Th 5s,4s4d,0.163,26.15
Ks Th 5s,4s4h,0.163,26.23
Ks Th 5s,6s6c,0.330,31.46
Ks Th 5s,6s6d,0.330,31.46
Ks Th 5s,6s6h,0.330,31.62
Ks Th 5s,7s7c,0.345,31.77
Ks Th 5s,7s7d,0.345,31.77
Ks Th 5s,7s7h,0.345,31.91
Ks Th 5s,7s6s,0.165,40.70
Ks Th 5s,8s8c,0.385,32.17
Ks Th 5s,8s8d,0.385,32.17
Ks Th 5s,8s8h,0.385,32.32
Ks Th 5s,8s7s,0.180,41.33
Ks Th 5s,9s9c,0.420,34.54
Ks Th 5s,9s9d,0.420,34.54
Ks Th 5s,9s9h,0.420,34.47
Ks Th 5s,9s8s,0.144,41.90
Ks Th 5s,TsTc,0.440,85.97
Ks Th 5s,TsTd,0.440,85.97
Ks Th 5s,Ts9s,0.225,60.25
Ks Th 5s,JsJc,0.635,42.70
Ks Th 5s,JsJd,0.635,42.70
Ks Th 5s,JsJh,0.635,43.15
Ks Th 5s,JsTs,0.180,62.01
Ks Th 5s,QsQc,0.870,46.74
Ks Th 5s,QsQd,0.870,46.74
Ks Th 5s,QsQh,0.870,47.24
Ks Th 5s,QsTs,0.050,63.33
Ks Th 5s,QsJs,0.155,59.17
Ks Th 5s,AsKc,0.487,73.13
Ks Th 5s,AsAc,0.120,76.60
Ks Th 5s,AsKd,0.487,73.13
Ks Th 5s,AsAd,0.120,76.60
Ks Th 5s,AsKh,0.487,72.85
Ks Th 5s,AsAh,0.120,76.97
Ks Th 5s,As4s,0.180,49.16
Ks Th 5s,As8s,0.090,49.84
Ks Th 5s,As9s,0.104,50.74
Ks Th 5s,AsTs,0.780,65.21
Ks Th 5s,AsJs,0.775,58.81
Ks Th 5s,AsQs,0.930,60.85
Ks Th 7s,6c5c,0.095,11.62
Ks Th 7s,7c6c,0.165,34.91
Ks Th 7s,8c7c,0.180,36.42
Ks Th 7s,9c8c,0.144,35.43
Ks Th 7s,Tc9c,0.225,40.26
Ks Th 7s,JcTc,0.180,41.41
Ks Th 7s,QcTc,0.050,41.33
Ks Th 7s,QcJc,0.155,37.64
Ks Th 7s,KcTc,0.050,79.48
Ks Th 7s,KcJc,0.565,58.18
Ks Th 7s,KcQc,0.825,58.44
Ks Th 7s,Ac4c,0.180,19.43
Ks Th 7s,Ac5c,0.515,19.05
Ks Th 7s,Ac8c,0.090,24.04
Ks Th 7s,Ac9c,0.104,25.76
Ks Th 7s,AcTc,0.780,42.11
Ks Th 7s,AcJc,0.775,37.07
Ks Th 7s,AcQc,0.930,38.79
Ks Th 7s,AcKc,0.425,68.83
Ks Th 7s,AcKd,0.487,69.02
Ks Th 7s,AcKh,0.487,68.74
Ks Th 7s,2d2c,0.056,24.08
Ks Th 7s,3d3c,0.138,24.52
Ks Th 7s,4d4c,0.163,24.36
Ks Th 7s,5d5c,0.130,23.47
Ks Th 7s,6d6c,0.330,26.96
Ks Th 7s,6d5d,0.095,11.62
Ks Th 7s,7d7c,0.345,83.83
Ks Th 7s,7d6d,0.165,34.91
Ks Th 7s,8d8c,0.385,31.41
Ks Th 7s,8d7d,0.180,36.42
Ks Th 7s,9d9c,0.420,34.02
Ks Th 7s,9d8d,0.144,35.43
Ks Th 7s,TdTc,0.440,84.03
Ks Th 7s,Td9d,0.225,40.26
Ks Th 7s,JdJc,0.635,40.67
Ks Th 7s,JdTd,0.180,41.41
Ks Th 7s,QdQc,0.870,42.95
Ks Th 7s,QdTd,0.050,41.33
Ks Th 7s,QdJd,0.155,37.64
Ks Th 7s,KdKc,0.442,89.15
Ks Th 7s,KdTd,0.050,79.48
Ks Th 7s,KdJd,0.565,58.18
Ks Th 7s,KdQd,0.825,58.44
Ks Th 7s,AdKc,0.487,69.02
Ks Th 7s,AdAc,0.120,71.97
Ks Th 7s,Ad4d,0.180,19.43
Ks Th 7s,Ad5d,0.515,19.05
Ks Th 7s,Ad8d,0.090,24.04
Ks Th 7s,Ad9d,0.104,25.76
Ks Th 7s,AdTd,0.780,42.11
Ks Th 7s,AdJd,0.775,37.07
Ks Th 7s,AdQd,0.930,38.79
Ks Th 7s,AdKd,0.425,68.83
Ks Th 7s,AdKh,0.487,68.74
Ks Th 7s,2h2c,0.056,24.19
Ks Th 7s,2h2d,0.056,24.19
Ks Th 7s,3h3c,0.138,24.62
Ks Th 7s,3h3d,0.138,24.62
Ks Th 7s,4h4c,0.163,24.47
Ks Th 7s,4h4d,0.163,24.47
Ks Th 7s,5h5c,0.130,23.63
Ks Th 7s,5h5d,0.130,23.63
Ks Th 7s,6h6c,0.330,27.08
Ks Th 7s,6h6d,0.330,27.08
Ks Th 7s,6h5h,0.095,15.13
Ks Th 7s,7h7c,0.345,83.90
Ks Th 7s,7h7d,0.345,83.90
Ks Th 7s,7h6h,0.165,38.03
Ks Th 7s,8h8c,0.385,31.55
Ks Th 7s,8h8d,0.385,31.55
Ks Th 7s,8h7h,0.180,39.48
Ks Th 7s,9h9c,0.420,33.93
Ks Th 7s,9h9d,0.420,33.93
Ks Th 7s,9h8h,0.144,37.92
Ks Th 7s,JhJc,0.635,41.11
Ks Th 7s,JhJd,0.635,41.11
Ks Th 7s,QhQc,0.870,43.46
Ks Th 7s,QhQd,0.870,43.46
Ks Th 7s,QhJh,0.155,40.25
Ks Th 7s,KhKc,0.442,89.42
Ks Th 7s,KhKd,0.442,89.42
Ks Th 7s,KhJh,0.565,60.18
Ks Th 7s,KhQh,0.825,60.50
Ks Th 7s,AhKc,0.487,69.34
Ks Th 7s,AhAc,0.120,72.34
Ks Th 7s,AhKd,0.487,69.34
Ks Th 7s,AhAd,0.120,72.34
Ks Th 7s,Ah4h,0.180,23.13
Ks Th 7s,Ah5h,0.515,22.77
Ks Th 7s,Ah8h,0.090,27.53
Ks Th 7s,Ah9h,0.104,29.07
Ks Th 7s,AhJh,0.775,39.92
Ks Th 7s,AhQh,0.930,41.62
Ks Th 7s,AhKh,0.425,70.15
Ks Th 7s,2s2c,0.056,27.29
Ks Th 7s,2s2d,0.056,27.29
Ks Th 7s,2s2h,0.056,27.40
Ks Th 7s,3s3c,0.138,27.62
Ks Th 7s,3s3d,0.138,27.62
Ks Th 7s,3s3h,0.138,27.72
Ks Th 7s,4s4c,0.163,27.50
Ks Th 7s,4s4d,0.163,27.50
Ks Th 7s,4s4h,0.163,27.61
Ks Th 7s,5s5c,0.130,27.05
Ks Th 7s,5s5d,0.130,27.05
Ks Th 7s,5s5h,0.130,27.20
Ks Th 7s,6s6c,0.330,30.01
Ks Th 7s,6s6d,0.330,30.01
Ks Th 7s,6s6h,0.330,30.13
Ks Th 7s,6s5s,0.095,40.11
Ks Th 7s,8s8c,0.385,34.77
Ks Th 7s,8s8d,0.385,34.77
Ks Th 7s,8s8h,0.385,34.91
Ks Th 7s,9s9c,0.420,36.81
Ks Th 7s,9s9d,0.420,36.81
Ks Th 7s,9s9h,0.420,36.73
Ks Th 7s,9s8s,0.144,55.82
Ks Th 7s,TsTc,0.440,85.44
Ks Th 7s,TsTd,0.440,85.44
Ks Th 7s,Ts9s,0.225,61.49
Ks Th 7s,JsJc,0.635,43.75
Ks Th 7s,JsJd,0.635,43.75
Ks Th 7s,JsJh,0.635,44.17
Ks Th 7s,JsTs,0.180,62.62
Ks Th 7s,QsQc,0.870,46.62
Ks Th 7s,QsQd,0.870,46.62
Ks Th 7s,QsQh,0.870,47.11
Ks Th 7s,QsTs,0.050,63.31
Ks Th 7s,QsJs,0.155,58.84
Ks Th 7s,AsKc,0.487,72.59
Ks Th 7s,AsAc,0.120,75.83
Ks Th 7s,AsKd,0.487,72.59
Ks Th 7s,AsAd,0.120,75.83
Ks Th 7s,AsKh,0.487,72.31
Ks Th 7s,AsAh,0.120,76.20
Ks Th 7s,As4s,0.180,48.92
Ks Th 7s,As5s,0.515,48.72
Ks Th 7s,As8s,0.090,51.80
Ks Th 7s,As9s,0.104,52.89
Ks Th 7s,AsTs,0.780,65.11
Ks Th 7s,AsJs,0.775,60.27
Ks Th 7s,AsQs,0.930,61.82
Ks Ts 5h,6c5c,0.095,30.97
Ks Ts 5h,7c6c,0.165,12.08
Ks Ts 5h,8c7c,0.180,12.80
Ks Ts 5h,9c8c,0.144,13.19
Ks Ts 5h,Tc9c,0.225,37.74
Ks Ts 5h,JcTc,0.180,40.05
Ks Ts 5h,QcTc,0.050,41.17
Ks Ts 5h,QcJc,0.155,38.00
Ks Ts 5h,KcTc,0.050,79.27
Ks Ts 5h,KcJc,0.565,57.58
Ks Ts 5h,KcQc,0.825,58.70
Ks Ts 5h,Ac4c,0.180,19.96
Ks Ts 5h,Ac5c,0.515,33.42
Ks Ts 5h,Ac8c,0.090,20.46
Ks Ts 5h,Ac9c,0.104,21.98
Ks Ts 5h,AcTc,0.780,42.35
Ks Ts 5h,AcJc,0.775,34.57
Ks Ts 5h,AcQc,0.930,37.20
Ks Ts 5h,AcKc,0.425,69.25
Ks Ts 5h,AcKd,0.487,69.45
Ks Ts 5h,AcKh,0.487,69.59
Ks Ts 5h,2d2c,0.056,22.35
Ks Ts 5h,3d3c,0.138,22.77
Ks Ts 5h,4d4c,0.163,23.18
Ks Ts 5h,5d5c,0.130,84.12
Ks Ts 5h,6d6c,0.330,27.23
Ks Ts 5h,6d5d,0.095,30.97
Ks Ts 5h,7d7c,0.345,27.97
Ks Ts 5h,7d6d,0.165,12.08
Ks Ts 5h,8d8c,0.385,28.32
Ks Ts 5h,8d7d,0.180,12.80
Ks Ts 5h,9d9c,0.420,31.04
Ks Ts 5h,9d8d,0.144,13.19
Ks Ts 5h,TdTc,0.440,84.67
Ks Ts 5h,Td9d,0.225,37.74
Ks Ts 5h,JdJc,0.635,39.54
Ks Ts 5h,JdTd,0.180,40.05
Ks Ts 5h,QdQc,0.870,43.06
Ks Ts 5h,QdTd,0.050,41.17
Ks Ts 5h,QdJd,0.155,38.00
Ks Ts 5h,KdKc,0.442,90.04
Ks Ts 5h,KdTd,0.050,79.27
Ks Ts 5h,KdJd,0.565,57.58
Ks Ts 5h,KdQd,0.825,58.70
Ks Ts 5h,AdKc,0.487,69.45
Ks Ts 5h,AdAc,0.120,72.72
Ks Ts 5h,Ad4d,0.180,19.96
Ks Ts 5h,Ad5d,0.515,33.42
Ks Ts 5h,Ad8d,0.090,20.46
Ks Ts 5h,Ad9d,0.104,21.98
Ks Ts 5h,AdTd,0.780,42.35
Ks Ts 5h,AdJd,0.775,34.57
Ks Ts 5h,AdQd,0.930,37.20
Ks Ts 5h,AdKd,0.425,69.25
Ks Ts 5h,AdKh,0.487,69.59
Ks Ts 5h,2h2c,0.056,22.47
Ks Ts 5h,2h2d,0.056,22.47
Ks Ts 5h,3h3c,0.138,22.87
Ks Ts 5h,3h3d,0.138,22.87
Ks Ts 5h,4h4c,0.163,23.17
Ks Ts 5h,4h4d,0.163,23.17
Ks Ts 5h,6h6c,0.330,27.97
Ks Ts 5h,6h6d,0.330,27.97
Ks Ts 5h,7h7c,0.345,28.13
Ks Ts 5h,7h7d,0.345,28.13
Ks Ts 5h,7h6h,0.165,15.62
Ks Ts 5h,8h8c,0.385,28.47
Ks Ts 5h,8h8d,0.385,28.47
Ks Ts 5h,8h7h,0.180,16.25
Ks Ts 5h,9h9c,0.420,31.15
Ks Ts 5h,9h9d,0.420,31.15
Ks Ts 5h,9h8h,0.144,16.62
Ks Ts 5h,ThTc,0.440,84.78
Ks Ts 5h,ThTd,0.440,84.78
Ks Ts 5h,Th9h,0.225,40.64
Ks Ts 5h,JhJc,0.635,39.70
Ks Ts 5h,JhJd,0.635,39.70
Ks Ts 5h,JhTh,0.180,42.83
Ks Ts 5h,QhQc,0.870,43.27
Ks Ts 5h,QhQd,0.870,43.27
Ks Ts 5h,QhTh,0.050,43.98
Ks Ts 5h,QhJh,0.155,40.50
Ks Ts 5h,KhKc,0.442,90.26
Ks Ts 5h,KhKd,0.442,90.26
Ks Ts 5h,KhTh,0.050,80.33
Ks Ts 5h,KhJh,0.565,59.71
Ks Ts 5h,KhQh,0.825,60.83
Ks Ts 5h,AhKc,0.487,69.79
Ks Ts 5h,AhAc,0.120,73.11
Ks Ts 5h,AhKd,0.487,69.79
Ks Ts 5h,AhAd,0.120,73.11
Ks Ts 5h,Ah4h,0.180,23.56
Ks Ts 5h,Ah8h,0.090,24.12
Ks Ts 5h,Ah9h,0.104,25.53
Ks Ts 5h,AhTh,0.780,45.39
Ks Ts 5h,AhJh,0.775,37.59
Ks Ts 5h,AhQh,0.930,40.16
Ks Ts 5h,AhKh,0.425,70.98
Ks Ts 5h,2s2c,0.056,25.63
Ks Ts 5h,2s2d,0.056,25.63
Ks Ts 5h,2s2h,0.056,25.75
Ks Ts 5h,3s3c,0.138,25.95
Ks Ts 5h,3s3d,0.138,25.95
Ks Ts 5h,3s3h,0.138,26.06
Ks Ts 5h,4s4c,0.163,26.23
Ks Ts 5h,4s4d,0.163,26.23
Ks Ts 5h,4s4h,0.163,26.24
Ks Ts 5h,5s5c,0.130,85.26
Ks Ts 5h,5s5d,0.130,85.26
Ks Ts 5h,6s6c,0.330,30.81
Ks Ts 5h,6s6d,0.330,30.81
Ks Ts 5h,6s6h,0.330,31.53
Ks Ts 5h,6s5s,0.095,55.60
Ks Ts 5h,7s7c,0.345,31.44
Ks Ts 5h,7s7d,0.345,31.44
Ks Ts 5h,7s7h,0.345,31.60
Ks Ts 5h,7s6s,0.165,41.28
Ks Ts 5h,8s8c,0.385,31.85
Ks Ts 5h,8s8d,0.385,31.85
Ks Ts 5h,8s8h,0.385,32.00
Ks Ts 5h,8s7s,0.180,42.04
Ks Ts 5h,9s9c,0.420,34.00
Ks Ts 5h,9s9d,0.420,34.00
Ks Ts 5h,9s9h,0.420,34.12
Ks Ts 5h,9s8s,0.144,42.38
Ks Ts 5h,JsJc,0.635,42.83
Ks Ts 5h,JsJd,0.635,42.83
Ks Ts 5h,JsJh,0.635,42.99
Ks Ts 5h,QsQc,0.870,46.81
Ks Ts 5h,QsQd,0.870,46.81
Ks Ts 5h,QsQh,0.870,47.02
Ks Ts 5h,QsJs,0.155,59.57
Ks Ts 5h,AsKc,0.487,72.83
Ks Ts 5h,AsAc,0.120,76.38
Ks Ts 5h,AsKd,0.487,72.83
Ks Ts 5h,AsAd,0.120,76.38
Ks Ts 5h,AsKh,0.487,72.97
Ks Ts 5h,AsAh,0.120,76.76
Ks Ts 5h,As4s,0.180,49.11
Ks Ts 5h,As5s,0.515,59.65
Ks Ts 5h,As8s,0.090,49.82
Ks Ts 5h,As9s,0.104,50.74
Ks Ts 5h,AsJs,0.775,58.85
Ks Ts 5h,AsQs,0.930,60.82
Ks Ts 7h,6c5c,0.095,11.61
Ks Ts 7h,7c6c,0.165,34.59
Ks Ts 7h,8c7c,0.180,36.07
Ks Ts 7h,9c8c,0.144,35.40
Ks Ts 7h,Tc9c,0.225,39.95
Ks Ts 7h,JcTc,0.180,41.20
Ks Ts 7h,QcTc,0.050,41.22
Ks Ts 7h,QcJc,0.155,37.66
Ks Ts 7h,KcTc,0.050,79.20
Ks Ts 7h,KcJc,0.565,58.14
Ks Ts 7h,KcQc,0.825,58.39
Ks Ts 7h,Ac4c,0.180,19.36
Ks Ts 7h,Ac5c,0.515,18.98
Ks Ts 7h,Ac8c,0.090,23.95
Ks Ts 7h,Ac9c,0.104,25.64
Ks Ts 7h,AcTc,0.780,42.20
Ks Ts 7h,AcJc,0.775,37.02
Ks Ts 7h,AcQc,0.930,38.71
Ks Ts 7h,AcKc,0.425,68.68
Ks Ts 7h,AcKd,0.487,68.87
Ks Ts 7h,AcKh,0.487,68.98
Ks Ts 7h,2d2c,0.056,24.03
Ks Ts 7h,3d3c,0.138,24.47
Ks Ts 7h,4d4c,0.163,24.30
Ks Ts 7h,5d5c,0.130,23.42
Ks Ts 7h,6d6c,0.330,26.93
Ks Ts 7h,6d5d,0.095,11.61
Ks Ts 7h,7d7c,0.345,83.91
Ks Ts 7h,7d6d,0.165,34.59
Ks Ts 7h,8d8c,0.385,30.93
Ks Ts 7h,8d7d,0.180,36.07
Ks Ts 7h,9d9c,0.420,33.54
Ks Ts 7h,9d8d,0.144,35.40
Ks Ts 7h,TdTc,0.440,84.18
Ks Ts 7h,Td9d,0.225,39.95
Ks Ts 7h,JdJc,0.635,40.72
Ks Ts 7h,JdTd,0.180,41.20
Ks Ts 7h,QdQc,0.870,43.00
Ks Ts 7h,QdTd,0.050,41.22
Ks Ts 7h,QdJd,0.155,37.66
Ks Ts 7h,KdKc,0.442,89.35
Ks Ts 7h,KdTd,0.050,79.20
Ks Ts 7h,KdJd,0.565,58.14
Ks Ts 7h,KdQd,0.825,58.39
Ks Ts 7h,AdKc,0.487,68.87
Ks Ts 7h,AdAc,0.120,71.89
Ks Ts 7h,Ad4d,0.180,19.36
Ks Ts 7h,Ad5d,0.515,18.98
Ks Ts 7h,Ad8d,0.090,23.95
Ks Ts 7h,Ad9d,0.104,25.64
Ks Ts 7h,AdTd,0.780,42.20
Ks Ts 7h,AdJd,0.775,37.02
Ks Ts 7h,AdQd,0.930,38.71
Ks Ts 7h,AdKd,0.425,68.68
Ks Ts 7h,AdKh,0.487,68.98
Ks Ts 7h,2h2c,0.056,24.15
Ks Ts 7h,2h2d,0.056,24.15
Ks Ts 7h,3h3c,0.138,24.58
Ks Ts 7h,3h3d,0.138,24.58
Ks Ts 7h,4h4c,0.163,24.43
Ks Ts 7h,4h4d,0.163,24.43
Ks Ts 7h,5h5c,0.130,23.59
Ks Ts 7h,5h5d,0.130,23.59
Ks Ts 7h,6h6c,0.330,26.89
Ks Ts 7h,6h6d,0.330,26.89
Ks Ts 7h,6h5h,0.095,15.01
Ks Ts 7h,8h8c,0.385,31.52
Ks Ts 7h,8h8d,0.385,31.52
Ks Ts 7h,9h9c,0.420,33.65
Ks Ts 7h,9h9d,0.420,33.65
Ks Ts 7h,9h8h,0.144,37.89
Ks Ts 7h,ThTc,0.440,84.29
Ks Ts 7h,ThTd,0.440,84.29
Ks Ts 7h,Th9h,0.225,42.74
Ks Ts 7h,JhJc,0.635,40.87
Ks Ts 7h,JhJd,0.635,40.87
Ks Ts 7h,JhTh,0.180,43.93
Ks Ts 7h,QhQc,0.870,43.21
Ks Ts 7h,QhQd,0.870,43.21
Ks Ts 7h,QhTh,0.050,44.03
Ks Ts 7h,QhJh,0.155,40.15
Ks Ts 7h,KhKc,0.442,89.58
Ks Ts 7h,KhKd,0.442,89.58
Ks Ts 7h,KhTh,0.050,80.27
Ks Ts 7h,KhJh,0.565,60.22
Ks Ts 7h,KhQh,0.825,60.53
Ks Ts 7h,AhKc,0.487,69.20
Ks Ts 7h,AhAc,0.120,72.28
Ks Ts 7h,AhKd,0.487,69.20
Ks Ts 7h,AhAd,0.120,72.28
Ks Ts 7h,Ah4h,0.180,23.03
Ks Ts 7h,Ah5h,0.515,22.67
Ks Ts 7h,Ah8h,0.090,27.33
Ks Ts 7h,Ah9h,0.104,28.97
Ks Ts 7h,AhTh,0.780,45.24
Ks Ts 7h,AhJh,0.775,39.89
Ks Ts 7h,AhQh,0.930,41.60
Ks Ts 7h,AhKh,0.425,70.41
Ks Ts 7h,2s2c,0.056,27.29
Ks Ts 7h,2s2d,0.056,27.29
Ks Ts 7h,2s2h,0.056,27.40
Ks Ts 7h,3s3c,0.138,27.62
Ks Ts 7h,3s3d,0.138,27.62
Ks Ts 7h,3s3h,0.138,27.73
Ks Ts 7h,4s4c,0.163,27.50
Ks Ts 7h,4s4d,0.163,27.50
Ks Ts 7h,4s4h,0.163,27.62
Ks Ts 7h,5s5c,0.130,27.05
Ks Ts 7h,5s5d,0.130,27.05
Ks Ts 7h,5s5h,0.130,27.21
Ks Ts 7h,6s6c,0.330,30.21
Ks Ts 7h,6s6d,0.330,30.21
Ks Ts 7h,6s6h,0.330,30.18
Ks Ts 7h,6s5s,0.095,40.60
Ks Ts 7h,7s7c,0.345,85.03
Ks Ts 7h,7s7d,0.345,85.03
Ks Ts 7h,7s6s,0.165,57.98
Ks Ts 7h,8s8c,0.385,34.26
Ks Ts 7h,8s8d,0.385,34.26
Ks Ts 7h,8s8h,0.385,34.83
Ks Ts 7h,8s7s,0.180,59.10
Ks Ts 7h,9s9c,0.420,36.32
Ks Ts 7h,9s9d,0.420,36.32
Ks Ts 7h,9s9h,0.420,36.43
Ks Ts 7h,9s8s,0.144,56.31
Ks Ts 7h,JsJc,0.635,43.91
Ks Ts 7h,JsJd,0.635,43.91
Ks Ts 7h,JsJh,0.635,44.06
Ks Ts 7h,QsQc,0.870,46.73
Ks Ts 7h,QsQd,0.870,46.73
Ks Ts 7h,QsQh,0.870,46.94
Ks Ts 7h,QsJs,0.155,59.32
Ks Ts 7h,AsKc,0.487,72.28
Ks Ts 7h,AsAc,0.120,75.60
Ks Ts 7h,AsKd,0.487,72.28
Ks Ts 7h,AsAd,0.120,75.60
Ks Ts 7h,AsKh,0.487,72.39
Ks Ts 7h,AsAh,0.120,75.99
Ks Ts 7h,As4s,0.180,48.85
Ks Ts 7h,As5s,0.515,48.65
Ks Ts 7h,As8s,0.090,51.88
Ks Ts 7h,As9s,0.104,52.92
Ks Ts 7h,AsJs,0.775,60.31
Ks Ts 7h,AsQs,0.930,61.80
Qs 4h 2d,6c5c,0.095,29.62
Qs 4h 2d,7c6c,0.165,17.81
Qs 4h 2d,8c7c,0.180,17.72
Qs 4h 2d,9c8c,0.144,18.39
Qs 4h 2d,Tc9c,0.225,20.47
